case_id,case_title,case_text,case_outcome
Case1058,Bray v F Hoffmann-La Roche Ltd [2002] FCA 243 ; (2002) 118 FCR 1,"a prefatory matter, a few words must be directed to the question of the reach of the Act. Initially, it appeared that these proceedings were going to concern the extent to which the Act extended to extraterritorial conduct. It has long been accepted in the United States that a court may assert jurisdiction under the Sherman Act 15 USC &#167; 1 for anticompetitive conduct occurring wholly outside the territory of the United States, provided that the conduct has effects felt in the United States: see F Hoffmann-La Roche Ltd v Empagran S.A. [2004] USSC 2381 ; 542 US 155 (2004); Hartford Fire Insurance Co v California [1993] USSC 100 ; 509 US 764 (1993). That s 45 of the Act should be read similarly, at least with respect to corporations carrying on business in Australia, was considered by Merkel J in Bray v F Hoffmann-La Roche Ltd [2002] FCA 243 ; (2002) 118 FCR 1 , at 15-16, and affirmed by the Full Court in Bray v F Hoffmann-La Roche Ltd (2003) 130 FCR 317.",cited
Case1062,Eastern Express Pty Ltd v General Newspapers Pty Ltd (1991) 30 FCR 385,"services the subject of the unlawful provision must be the services supplied by the relevant party to the arrangement in competition with the other party in any market in Australia. Put another way, the area of competition has to coincide with the area of restriction imposed by the unlawful provision: see ss 45A(8), 4D(1)(a) and 4D(2); Eastern Express Pty Ltd v General Newspapers Pty Ltd (1991) 30 FCR 385 at 419-20 per Wilcox J; and South Sydney District Rugby League Football Club v News Limited [2000] FCA 1541 ; (2000) 177 ALR 611 at 657 per Finn J.",cited
Case1067,Melbourne Steamship Co Ltd v Moorehead [1912] HCA 69 ; (1912) 15 CLR 333,"the Notices were properly framed and only referred to services in relation to outbound routes, then on the applicants' case, the fact that there may be acquirers of those services outside Australia would not affect the validity of the Notices on this primary ground of attack. It would be accepted there is a market in Australia. No suggestion would be made that the Notices are enquiring into a matter not the subject of the Notice in reliance of the principles outlined in Bannerman [1984] FCA 156 ; 2 FCR 581 , Pyneboard [1983] HCA 9 ; 57 FLR 368 and Melbourne Steamship Co Ltd [1912] HCA 69 ; 15 CLR 333.",cited
Case1074,Re Minister for Immigration and Multicultural Affairs; Ex parte Applicant S 20/2002 [2003] HCA 30 ; (2003) 198 ALR 59,"separate allegation of unreasonableness, particularly in the statutory context of s 155 of the Act, needs to be approached with caution. As Gleeson CJ said in Re Minister for Immigration and Multicultural Affairs; Ex parte Applicant S 20/2002 [2003] HCA 30 ; (2003) 198 ALR 59 at [5] : ... to describe reasoning as illogical, or unreasonable, or irrational, may merely be an emphatic way of expressing disagreement with it. If it is suggested that there is a legal consequence, it may be necessary to be more precise as to the nature and quality of the error attributed to the decision-maker, and to identify the legal principle or statutory provision that attracts the suggested consequence.",cited
Case1077,Rural Press Ltd v Australian Competition and Consumer Commission [2003] HCA 75 ; (2003) 216 CLR 53,"Lindgren went on to conclude that the definition of ""market in Australia"" in s 4E excludes a market that is wholly outside Australia, a conclusion with which I respectfully agree. As other aspects of the decision in Qantas [2008] FCA 1976 proceeded upon agreed facts, however, that case provides little assistance in determining the other issues raised before me which involved 'a concrete dispute reached after contest in argument': see Rural Press Ltd v Australian Competition and Consumer Commission [2003] HCA 75 ; (2003) 216 CLR 53 at [62] (per Gummow, Hayne and Heydon JJ).",cited
Case1084,Trade Practices Commission v Nicholas Enterprises Pty Ltd (No 2) (1979) 40 FLR 83,"in Trade Practices Commission v Nicholas Enterprises Pty Ltd (No 2) (1979) 40 FLR 83 Fisher J said (at 111): The Trade Practices Tribunal considered the concept of market in some detail in Re Queensland Co-operative Milling Association Ltd (1975-6) 8 ALR 481 at 517, where the members said: ""A market is the area of close competition between firms or, putting it a little differently, the field of rivalry between them. ... Within the bounds of a market there is substitution substitution between one product and another, and between one source of supply and another, in response to changing prices. So a market is the field of actual and potential transactions between buyers and sellers amongst whom there can be strong substitution, at least in the long run, if given a sufficient price incentive"". It is significant to note that consideration must be given to both actual and potential transactions between buyers and sellers in identifying the 'field of rivalry' between competitors.",cited
Case1091,Minister for Immigration and Multicultural and Ethnic Affairs v Wu Shan Liang [1996] HCA 6 ; (1996) 185 CLR 259,"The Minister urged a 'beneficial' construction of the Tribunal's reasons and referred to comments made in Minister for Immigration and Ethnic Affairs v Wu Shan Liang [1996] HCA 6 ; (1996) 185 CLR 259, in particular at 271-272. The phrase 'beneficial construction', as used in Wu Shan Liang has a specific meaning, and was certainly not intended to mean that any ambiguity in the Tribunal's reasons be resolved in the Tribunal's favour. Rather, the construction of the Tribunal's reasons should be beneficial in the sense that the Tribunal's reasons would not be over-zealously scrutinised, with an eye attuned to error. In this sense a 'beneficial' approach to the Tribunal's reasons does not require this Court to assume that a vital issue was addressed when there is no evidence of this and, indeed, the general thrust of the Tribunal's comments suggest that the issue was overlooked.",discussed
Case1110,Latoudis v Casey [1990] HCA 59 ; (1990) 170 CLR 534,"The ordinary rule applies even though the losing party may have had good legal grounds for its stance and conducted itself reasonably and appropriately: see Ruddock 115 FCR at 235. In exercising its discretion, the court is looking at the matter primarily from the perspective of the successful litigant: see Latoudis v Casey [1990] HCA 59 ; (1990) 170 CLR 534 at 542-3 per Mason CJ; 564 per McHugh J. 20 However, it is to be observed that ordinarily a discount is applied, or said to apply, because of the inappropriate or unreasonable conduct of the successful party: see Ruddock 115 FCR at 236-237 and Latoudis 170 CLR at 544 per Mason CJ; 565-566 per Toohey J.",cited
Case1111,Milne v Attorney-General for the State of Tasmania [1956] HCA 48 ; (1956) 95 CLR 460,"The power of the Court to make orders for costs derives from s 43 of the Federal Court of Australia Act 1976 (Cth). As a general rule, the successful litigant in a proceeding is entitled to receive its costs ordinarily, costs follow the event. The power to order costs is discretionary, although it must be exercised judicially and not against the successful party except for some good reason connected with the case: Milne v Attorney-General for the State of Tasmania [1956] HCA 48 ; (1956) 95 CLR 460 at 477; Ruddock v Vadarlis (No 2) [2001] FCA 1865 ; (2001) 115 FCR 229 at 234; and Cretazzo v Lombardi (1975) 13 SASR 4 at 11 per Bray CJ. It is well established that the discretion conferred on the Court is very wide, and enables the Court to respond to the wide variety of circumstances that may arise in relation to the making of costs orders.",cited
Case1112,National Competition Council v Hamersley Iron Pty Ltd (1999) 167 ALR 109,"The position of the NCC is slightly different. Subject to one matter, it seems to me that the NCC is entitled to its costs of the proceedings as a successful litigant. The NCC adopted an appropriate role in the proceedings consistent with its statutory responsibilities: see National Competition Council v Hamersley Iron Pty Ltd (1999) 167 ALR 109 at 114. The NCC did successfully contend that Hamersley was clearly wrong. 38 However, the court has a general discretion in relation to costs even where a statutory body is acting in a limited role before the court: see generally Re Dr Ken Michael AM; Ex parte Epic Energy (WA) Nominees Pty Ltd [2002] WASCA 231 (S) at [18]. 39 In my view, there was a clear separate and distinct inquiry or issue upon which the NCC was unsuccessful, and which it sought positively to contend, namely the economic test.",applied
